date, Billions of US $, % of GDP, 
1989-12-31,11.251332630388,2.4471
1990-12-31,9.9263492508169,2.454
1991-12-31,9.8023753660731,2.3112
1992-12-31,12.244267842215,2.4495
1993-12-31,12.360225860645,1.9281
1994-12-31,9.8671200662742,1.6935
1995-12-31,12.385129474987,1.6862
1996-12-31,14.275400819973,1.6527
1997-12-31,15.699586768576,1.6327
1998-12-31,17.031780199692,1.6551
1999-12-31,20.473915094767,1.8715
2000-12-31,22.237140151215,1.8303
2001-12-31,26.561462998292,1.9762
2002-12-31,30.284127409997,2.0497
2003-12-31,33.144000481446,1.9834
2004-12-31,37.904571826996,1.9278
2005-12-31,42.789953650902,1.8533
2006-12-31,51.453373233849,1.8546
2007-12-31,62.136590754589,1.7398
2008-12-31,78.840802819863,1.7123
2009-12-31,96.601666752954,1.8861
2010-12-31,105.52264810184,1.7395
2011-12-31,125.28637316401,1.6656
2012-12-31,145.12760959621,1.6934
2013-12-31,164.07046932174,1.7029
2014-12-31,182.10932599168,1.7287
2015-12-31,196.53882723079,1.7507
2016-12-31,198.53836142755,1.7707
2017-12-31,210.44303474097,1.7465
2018-12-31,232.53059598527,1.7395
2019-12-31,240.33255545815,1.7278
2020-12-31,252.30422374131,1.7498
